Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
7726.184,5.62571820137494,8440.291,5.867255061607425,84.884,0.5437148166105111,56.552,0.48020389396565677,591.808,1.524538212299305
Sample,ch1,ch2,ch3,ch4,coinc12
764,7684,8366,82,55,585
765,7692,8483,92,63,583
766,7662,8482,75,33,595
767,7766,8477,96,55,594
768,7937,8368,85,53,616
769,7898,8652,82,72,617
770,7704,8415,102,55,629
771,7788,8417,88,53,583
772,7701,8594,84,66,594
773,7773,8461,83,54,598
774,7659,8337,92,73,582
775,7821,8441,102,52,617
776,7570,8401,80,56,577
777,7741,8420,87,72,628
778,7700,8286,83,63,619
779,7902,8458,77,52,569
780,7799,8416,90,55,550
781,7733,8595,86,64,631
782,7641,8460,97,57,621
783,7753,8476,77,65,592
784,7743,8395,67,64,610
785,7707,8517,94,59,550
786,7718,8605,84,65,577
787,7848,8369,78,57,628
788,7696,8339,77,60,567
789,7799,8422,95,52,568
790,7810,8397,78,47,623
791,7614,8500,73,44,573
792,7768,8433,91,54,611
793,7766,8250,83,70,605
794,7743,8502,83,43,593
795,7774,8505,89,72,596
796,7599,8556,91,47,596
797,7716,8485,74,50,622
798,7655,8440,82,56,574
799,7557,8245,78,65,600
800,7611,8339,87,66,529
801,7808,8548,74,61,538
802,7658,8279,84,47,608
803,7652,8461,92,66,571
804,7770,8451,90,49,631
805,7648,8508,83,81,593
806,7691,8161,79,51,594
807,7693,8523,73,49,608
808,7605,8505,99,50,575
809,7787,8466,96,57,616
810,7654,8407,85,54,627
811,7585,8475,88,58,581
812,7878,8284,71,55,589
813,7872,8361,92,58,576
814,7587,8438,88,66,591
815,7910,8485,98,43,618
816,7622,8394,72,61,638
817,7762,8521,82,51,572
818,7678,8462,83,60,573
819,7624,8440,85,53,598
820,7689,8601,69,70,592
821,7668,8636,83,50,619
822,7734,8457,84,51,575
823,7625,8526,78,59,598
824,7742,8425,88,54,612
825,7978,8477,96,60,594
826,7758,8387,78,49,596
827,7724,8473,82,64,547
828,7678,8393,81,49,583
829,7605,8467,89,61,570
830,7676,8491,82,54,595
831,7674,8413,80,48,610
832,7786,8535,79,60,625
833,7576,8371,88,48,562
834,7654,8399,71,64,622
835,7635,8545,88,60,558
836,7695,8242,85,47,574
837,7758,8461,80,61,585
838,7806,8462,67,57,611
839,7858,8395,75,62,624
840,7796,8539,85,61,582
841,7849,8419,88,51,623
842,7778,8521,94,58,615
843,7651,8534,79,56,549
844,7632,8378,89,58,609
845,7775,8522,78,58,594
846,7757,8559,79,58,584
847,7771,8350,74,60,617
848,7773,8284,83,47,543
849,7788,8363,98,48,592
850,7582,8331,97,51,543
851,7722,8343,69,52,573
852,7737,8422,74,47,582
853,7895,8474,74,65,625
854,7672,8456,82,70,603
855,7772,8367,85,56,588
856,7619,8364,91,49,613
857,7709,8412,91,59,632
858,7833,8372,87,56,560
859,7703,8429,85,55,642
860,7801,8491,90,53,628
861,7621,8414,92,49,593
862,7771,8629,95,56,608
863,7618,8404,79,79,551
864,7796,8527,101,44,613
865,7706,8585,90,44,593
866,7937,8663,88,53,639
867,7882,8445,91,58,570
868,7753,8432,75,53,602
869,7910,8476,86,46,626
870,7656,8331,92,69,559
871,7659,8302,68,58,576
872,7773,8345,77,51,605
873,7725,8478,89,63,581
874,7624,8468,77,76,581
875,7811,8481,84,57,596
876,7717,8367,77,67,576
877,7721,8433,100,55,595
878,7775,8491,88,52,596
879,7715,8386,91,59,609
880,7757,8314,90,51,588
881,7713,8359,67,40,574
882,7589,8428,88,52,609
883,7671,8362,88,54,604
884,7742,8469,82,71,552
885,7709,8481,79,55,601
886,7714,8293,86,66,563
887,7759,8499,86,56,594
888,7522,8485,82,56,554
889,7704,8596,75,68,585
890,7737,8446,85,51,560
891,7790,8382,73,54,580
892,7691,8320,75,66,581
893,7775,8458,77,53,573
894,7709,8355,78,47,565
895,7756,8413,94,62,570
896,7843,8348,82,58,595
897,7647,8395,89,58,572
898,7678,8580,82,53,581
899,7847,8349,89,57,593
900,7723,8463,93,60,608
901,7674,8495,79,57,602
902,7844,8368,79,52,561
903,7554,8355,76,63,620
904,7812,8382,95,64,610
905,7861,8538,86,66,567
906,7680,8477,81,52,617
907,7655,8439,97,69,565
908,7778,8420,91,45,601
909,7528,8380,86,54,570
910,7613,8519,87,56,575
911,7762,8305,104,48,536
912,7654,8392,77,61,551
913,7738,8387,77,49,596
914,7846,8451,85,49,601
915,7650,8460,89,73,635
916,7674,8481,82,48,609
917,7827,8628,83,67,603
918,7748,8457,102,56,585
919,7737,8551,84,59,592
920,7835,8364,71,49,646
921,7783,8639,103,60,594
922,7791,8301,79,55,626
923,7789,8714,85,58,624
924,7755,8377,61,66,580
925,7787,8554,91,45,608
926,7677,8325,72,65,587
927,7654,8381,97,62,611
928,7652,8418,80,56,563
