Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
4016.441,4.078620995535773,4050.754,4.157453349630558,85.373,0.590345654673592,56.605,0.4513974519862287,276.164,1.038635248380864
Sample,ch1,ch2,ch3,ch4,coinc12
942,3912,3936,74,58,281
943,3957,4095,91,47,294
944,4041,4053,100,59,268
945,3993,4105,90,59,279
946,4062,4026,88,49,301
947,4017,4014,85,57,286
948,4100,4079,88,57,276
949,3979,3998,83,51,279
950,4022,4102,85,64,290
951,4055,3995,81,53,266
952,4018,4010,79,52,257
953,3911,3995,82,70,273
954,4059,4090,80,56,295
955,3978,4154,89,47,269
956,3946,3994,75,61,267
957,3965,4058,87,38,276
958,4013,3972,94,57,247
959,3991,4079,91,59,271
960,4026,3951,73,54,266
961,4192,4002,94,69,302
962,3979,3963,71,66,270
963,3920,3919,77,54,252
964,4024,4041,86,66,273
965,3971,4080,73,47,279
966,3987,4128,93,49,276
967,4040,3981,96,47,287
968,4029,3886,85,55,255
969,3878,4037,97,69,260
970,3863,3905,93,61,279
971,4050,4036,89,65,295
972,3933,4134,83,52,289
973,3981,4047,96,64,266
974,3945,3979,104,77,287
975,3884,3997,77,56,248
976,4076,4095,82,61,279
977,3885,4010,80,52,267
978,4059,4027,85,61,272
979,3985,4017,98,53,265
980,3963,4060,78,50,268
981,4065,4107,87,53,263
982,3942,3983,76,54,318
983,4060,4253,64,55,273
984,3944,4008,105,49,261
985,3982,4024,77,59,291
986,4064,4131,72,56,265
987,4042,4091,94,45,283
988,4004,4018,84,74,284
989,3996,4145,81,59,292
990,4046,4093,98,46,259
991,4079,4088,86,46,274
992,3992,4002,89,49,287
993,4012,4007,86,63,284
994,4094,4058,86,57,282
995,3996,4058,74,50,279
996,3939,4018,100,58,281
997,3914,4144,84,59,280
998,3874,3931,88,49,278
999,3885,3950,67,57,273
1000,3999,3960,77,54,269
