Avg_ch1,Err_ch1,Avg_ch2,Err_ch2,Avg_ch3,Err_ch3,Avg_ch4,Err_ch4,Avg_coinc12,Err_coinc12
3991.624,3.9777099784515046,3933.72,3.9285590202994247,84.774,0.5706779909628277,57.119,0.4681436900295832,289.731,1.093067863105193
Sample,ch1,ch2,ch3,ch4,coinc12
682,4032,3917,83,46,302
683,4001,3970,72,60,306
684,3928,3917,80,64,290
685,3909,4021,94,51,291
686,4040,3991,65,55,312
687,4061,4023,73,55,298
688,4001,3925,77,63,283
689,4043,4031,70,60,262
690,4131,3911,87,60,281
691,3955,3832,79,45,295
692,3962,3807,85,67,277
693,3975,3958,101,66,267
694,3981,3939,81,85,293
695,3964,3976,87,57,266
696,3962,3917,78,60,301
697,4000,3927,96,68,286
698,3925,3959,101,65,289
699,4003,3820,83,60,290
700,3995,3913,75,56,273
701,4022,3845,92,53,325
702,3873,3946,87,69,308
703,4028,3961,84,56,281
704,4055,3845,77,50,294
705,3979,3923,94,53,256
706,3990,3912,82,55,285
707,3924,3963,101,59,313
708,3913,3949,88,69,273
709,3989,4020,90,55,280
710,3932,3999,88,52,270
711,4059,3932,76,52,307
712,3991,3931,91,69,282
713,3994,4055,79,62,311
714,3983,3918,115,60,284
715,3916,3950,77,66,311
716,4058,3946,91,54,294
717,3862,3895,91,51,295
718,4002,3985,87,66,290
719,3952,4011,90,61,303
720,4145,3814,82,57,307
721,3936,3921,94,53,291
722,3850,3830,87,56,288
723,4104,3950,75,67,283
724,4043,3949,66,54,306
725,4044,3977,81,60,283
726,4005,3961,78,62,305
727,4026,3981,90,62,274
728,4019,3905,91,51,305
729,4011,3955,79,62,314
730,4031,4084,83,70,318
731,3995,3918,85,60,288
732,4165,4026,102,57,315
733,4061,3950,72,66,279
734,4027,3969,81,51,305
735,4077,3927,98,66,263
736,4011,3936,70,60,301
737,4003,3926,90,62,269
738,3989,3922,73,65,279
739,3979,3963,83,64,300
740,3918,3989,83,53,272
741,4045,3904,83,52,282
742,3988,3924,76,54,297
743,4008,3917,82,79,302
744,3921,3894,78,54,275
745,4004,3974,85,60,299
746,3930,4007,81,59,304
747,4011,3931,97,60,310
748,3847,3855,81,52,264
749,3931,4001,78,50,291
750,4084,3935,81,58,277
751,4064,3821,88,47,277
752,3967,4020,75,62,293
753,3995,3922,88,81,280
754,4005,3902,81,54,296
755,3853,3820,90,59,285
756,3943,3973,90,56,251
757,3977,3922,88,63,289
758,4018,4008,68,61,295
759,3976,3879,81,69,292
760,3887,3876,84,61,275
761,4024,3917,77,48,284
762,3952,3880,81,50,270
763,4047,3956,71,51,288
764,4052,3978,78,61,313
765,3960,3946,98,52,284
766,3926,3935,93,62,291
767,3978,3923,89,58,290
768,4031,3973,76,52,307
769,3903,3840,90,63,301
770,4033,3953,87,64,275
771,3909,3991,85,66,264
772,3995,3964,86,58,281
773,3936,3858,77,78,281
774,4029,3917,91,54,317
775,4000,3979,78,58,260
776,4050,3922,73,78,300
777,3925,3989,88,57,290
778,3872,3872,76,58,288
779,3981,3980,79,74,281
780,4028,3985,71,59,283
781,4041,3836,80,53,295
782,3898,3982,73,50,279
783,3963,3885,75,58,303
784,4038,4013,82,50,288
785,3921,3906,75,49,273
786,3971,3916,80,57,296
787,3986,4019,103,50,311
788,3985,3997,89,53,294
